minHBint8,minHBint4,minHBint7,nAtomLAC,nN,ETA_dBeta,SsssCH,SaaNH,minHBint6,C3SP2,nBondsD2,MDEC-22,ALogP,BCUTp-1l,minHBa,maxHBa,SdssC,minHBint5,nHsOH,AMR,Caco-2
0,0,0,0,0,-12.5,2.726793233,0,0,1,1,13.07752294,-1.0872,5.578119508,10.37931634,10.52220312,1.661711546,0,2,83.1582,1
0,0,0,0,0,-14,3.926685734,0,0,0,0,15.54503428,-1.2329,5.623615418,10.54514968,10.58261553,0,0,2,84.5824,0
0,0,0,0,0,-12,2.364938049,0,0,1,2,15.54503428,-0.875,5.68987624,10.47042745,10.55321778,1.585322657,0,2,89.025,1
0,0,0,3,0,-11.5,1.890473238,0,0,1,2,15.62655689,-0.1294,5.303021878,10.15479159,10.54616016,1.511804138,0,2,91.9547,1
0,0,0,0,0,-12,2.108109397,0,0,1,1,13.07752294,-0.7298,5.27282757,10.10618048,10.51397266,1.580693027,0,2,86.2541,1
0,0,0,0,0,-9.25,2.383970327,0,0,2,2,10.50262991,1.3182,5.709069056,10.48032913,10.48032913,3.197925787,0,1,87.1322,1
0,0,0,0,0,-9.25,2.442103831,0,0,2,2,10.50262991,1.1715,5.705773027,10.48226874,10.48226874,3.041675787,0,1,85.9105,1
0,0,0,2,0,-10,1.495681458,0,0,1,2,15.03343484,0.7448,5.286546994,10.11553127,11.02853671,1.422510734,0,2,94.2603,1
0,0,0,0,0,-11.5,1.823021424,0,0,1,2,13.07752294,0.4194,5.285831553,10.10577461,10.95909226,1.459129819,0,2,92.2286,1
0,0,0,2,0,-7.75,1.843665438,0,0,2,3,15.03343484,2.4577,5.397886212,11.05208838,11.05208838,3.010840406,0,1,99.9868,1
0,0,0,0,0,-9.25,2.143966837,0,0,2,3,13.07752294,2.1323,6.350273628,10.98264394,10.98264394,3.071743237,0,1,97.9551,1
0,0,0,0,0,-9,2.189095079,0,0,1,3,13.07752294,1.4992,5.722893882,1.015381307,10.52277377,3.282030725,0,1,91.7979,1
0,0,0,0,0,-9.25,2.139942298,0,0,2,3,15.20500987,1.0486,5.722751929,10.54927617,10.54927617,3.183435046,0,1,96.6257,1
0,0,0,0,0,-8.75,2.140799031,0,0,2,3,13.07752294,1.3837,5.721529326,10.51736616,10.51736616,3.077555416,0,1,91.7773,1
0,0,0,0,0,-11.5,1.911187537,0,0,1,2,13.07752294,0.6782,5.721077971,10.52770567,10.5371612,1.451063398,0,2,92.1178,1
0,0,0,0,1,-8.25,1.361792589,0,0,5,4,20.11750632,1.7834,3.886429147,5.729696579,12.19585707,4.593479924,0,1,133.6771,0
0,2.51743132,3.319938957,0,0,3,0,0,6.264185776,5,2,4.251415002,0.5056,4.827035919,5.473213577,12.68626559,-0.122287415,0,3,87.4849,1
0,0,1.02920294,3,3,2.5,0,0,0,4,0,31.64719662,1.3838,4.838062356,1.946752222,9.781919776,0,1.013669984,2,148.7216,0
0,0,1.001244096,3,3,4.75,0,0,0,4,2,27.94884955,1.3109,4.838163497,1.876678027,12.48257006,0.068117811,0.987695683,2,151.0194,0
0,0,1.018902018,2,3,2.5,0,0,0,3,0,27.75208147,1.2157,4.837673561,1.905935895,9.768030887,0,1.00565267,2,147.8237,0
8.59831635,0,0,0,1,4.5,0,0,0,3,1,9.03457403,1.4162,3.852628267,8.33599959,13.55030691,0,11.55532437,2,69.8134,1
0,0.977622706,0,3,4,0,1.110684778,0,0,1,1,11.84264915,1.6779,5.832453857,3.314597191,3.385708302,0,0,0,104.7838,1
0,1.674467045,0,4,3,-5.5,1.72794076,0,0,0,0,2.699829716,1.816,5.666608754,3.369054233,5.700148337,0,0,0,86.7661,1
0,0.665604743,0,3,4,-2.25,1.160394245,0,0,1,0,11.84264915,2.2499,5.834366536,2.221148904,3.382374969,0,0,0,109.0921,1
0,0.645753754,0,3,4,-0.75,1.135143205,0,0,3,0,15.56887662,2.7943,5.836935207,2.230472464,3.412003599,0,0,0,127.2891,0
0,0.560497313,0,4,4,-6.25,1.893331916,0,0,0,0,2.699829716,1.3746,5.847508872,2.156840514,3.442943122,0,0,0,93.6126,1
0,0.985929529,0,3,5,-1.5,1.105901615,0,0,1,0,9.081590092,1.2574,5.821841204,3.30848608,3.385906085,0,0,0,101.1905,0
0,0.968798836,0,3,5,-5.5,1.72794076,0,0,0,0,1.298793798,0.6225,5.819284362,3.297943122,3.369054233,0,0,0,85.7226,1
0,0.935234122,0,4,4,0,1.212169849,0,0,3,0,14.54102796,2.4516,5.82706926,3.37811471,3.518054611,0,0,0,121.5808,0
0,1.024107133,0,4,4,-1.5,1.237420889,0,0,1,0,10.91547165,1.9072,5.82450048,3.34848608,3.425906085,0,0,0,103.3838,0
0,0.923255782,0,4,4,0,1.231761686,0,0,3,0,14.13076195,2.4516,5.848010864,3.4469435,3.449225821,0,0,0,121.5808,0
0,0.932633689,0,4,4,-1.5,1.257012726,0,0,1,0,10.55770836,1.9072,5.845449951,3.354794974,3.419597191,0,0,0,103.3838,1
0,0.984031286,0,3,4,-4,1.197287887,0,0,0,0,1.476666757,0.4951,5.636787053,3.284619709,3.35573082,0,0,0,75.095,1
0,0.904820152,0,3,4,0,1.121466901,0,0,3,0,15.56887662,2.0725,5.827035194,3.37811471,3.449225821,0,0,0,121.9794,0
0,1.043535893,0,4,4,2.5,0.654093697,0,0,2,0,19.44653796,2.5421,5.887212402,3.365337931,3.436449043,0,0,0,118.8517,0
0,0.913790313,0,4,4,-5.5,1.879868197,0,0,0,0,2.699829716,1.2723,5.821939219,3.337943122,3.409054233,0,0,0,87.9159,1
0,1.047107864,0,4,4,-4,0,0,0,0,0,6.746571007,-1.7001,5.185531417,3.265746882,3.336857993,0,0,0,70.0032,1
0,1.041579608,0,3,4,2.5,0.543798913,0,0,2,0,20.42768238,2.3489,5.827029975,3.359029038,3.436449043,0,0,0,119.2653,0
0,0.949839392,0,3,4,2.5,0.563390749,0,0,2,0,20.13800521,2.163,5.84795459,3.365337931,3.430140149,0,0,0,119.2503,0
0,1.087413874,0,3,4,4,0.525782331,0,0,2,1,20.42768238,2.3128,5.834958496,3.325140149,3.402560154,0,0,0,120.2517,0
0,0.996724081,0,3,4,4,0.545374168,0,0,2,1,20.13800521,2.3128,5.845354407,3.331449043,3.39625126,0,0,0,120.2517,0
0,0.930879816,0,3,4,-1.5,1.146717941,0,0,1,0,11.84264915,1.5281,5.824466457,3.34848608,3.419597191,0,0,0,103.7824,0
0,0,0.493966406,0,4,0.25,0,0,0,3,3,7.937690777,1.2742,4.995217441,0.802549883,7.026122885,2.549742256,0.479815607,0,70.8118,1
0,0,0,3,1,-6.25,1.194703956,0,0,4,3,20.24703708,2.7646,4.809368223,2.132386722,12.16955459,4.598894426,0,1,135.9738,0
0,0.438731455,0,0,2,0.25,-0.358483746,3.315056813,4.255070852,4,3,8.102957706,1.1967,4.035383833,1.367273243,13.78708774,-0.915479655,0,0,126.3865,1
0,0,0,2,1,1.25,0,0,0,5,1,34.21302882,2.537,5.990947003,2.4243821,6.096276552,2.577250828,0,0,132.8015,1
3.172053215,0,0,2,1,1,0,0,0,5,1,31.05125635,1.9739,4.883656465,2.408305002,9.748760489,2.391037676,0,1,134.407,0
3.168420395,0,0,2,1,0,0,0,0,5,1,27.96048337,1.4753,4.882995199,2.402624327,9.79254506,2.313278322,0,1,141.0505,1
3.152434728,0,0,2,1,-0.5,0,0,0,5,1,30.45594625,1.1873,4.88303953,2.458179883,9.808115994,2.31581314,0,1,143.9621,1
3.115251533,2.93748855,0,2,1,0.25,0,0,0,5,1,30.45594625,1.1228,4.884154443,2.445424781,10.00395473,2.207359342,0,2,138.9241,0
0,0,0,2,1,0.5,0,0,0,5,1,33.53185094,2.1588,4.284761703,2.451297797,13.9441078,2.297200611,0,0,135.8409,1
3.094287635,0,0,2,1,0.25,0,0,0,5,1,30.45594625,1.5957,4.285219652,2.435220699,13.96075151,2.11098746,0,1,137.4464,0
0,0,2.753800768,2,1,0.25,0,0,0,5,1,30.1961192,1.5957,4.285679648,2.43286202,13.96397006,2.037663574,0,1,137.4464,0
0,0,0,2,1,0.25,0,0,0,5,1,30.45594625,2.0686,4.128607671,2.42633181,13.94686262,2.014615577,0,0,135.9687,1
3.080628254,0,0,2,1,-0.25,0,0,0,5,1,32.89197909,1.3077,4.285263772,2.466470699,13.98324286,2.11313106,0,1,140.358,0
3.067024132,0,0,2,1,0.25,0,0,0,5,1,30.38443454,1.5957,4.283947192,2.439403831,13.92873518,2.11098746,0,1,137.4464,0
0,0,0.471619917,3,4,1.25,0,0,0,2,3,6.409925916,1.987,4.980103772,0.756639389,6.957116077,2.259882562,0.462876261,0,67.8032,1
0,0,0.485251139,0,4,-0.25,0,0,0,3,3,10.11766428,0.9862,5.006553266,0.796377044,7.069332761,2.573179756,0.467998793,0,73.7234,1
2.705582349,3.042483655,0,0,0,4.25,0,0,3.5080357,2,0,4.243692679,-0.3522,4.845728569,5.015056278,9.831212837,0,3.194728192,3,81.5245,1
2.63990367,2.571718841,5.070102119,0,0,4.5,0,0,3.439559503,3,1,3.763828746,-0.7402,4.398458214,5.040286579,11.42728009,0,5.830571547,3,86.5983,1
3.05777285,1.744014833,1.978723323,4,0,0,-1.037201419,0,2.988808538,7,4,4.695307882,1.2415,4.950053833,5.707234111,13.37825743,0.883785672,3.141843233,5,128.2006,0
2.842398841,1.684759955,3.033087523,4,0,-2.25,-0.562983994,0,1.727164714,6,3,4.620676854,0.6439,4.949473486,5.832257181,13.44485462,0.700556975,0,4,126.8807,0
3.086049361,1.736258242,3.218304294,4,0,0,-0.996323679,0,2.975515665,7,4,4.620676854,1.2415,4.950053869,5.681850907,13.37825743,0.883785672,1.935565479,5,128.2006,0
1.66185514,0,0,0,0,-2.25,-0.477775888,0,0,3,0,18.98623143,0.4748,5.090381785,9.83528927,11.36209677,0,0,3,105.5087,1
0,0,0,3,1,-2.25,0.493691784,0,0,3,0,24.6332706,0.7625,5.241177221,6.039728229,10.89239416,0,0,1,118.5475,0
0,0,0,3,0,-3.5,0.48531746,0,0,2,0,15.94183205,1.2657,5.081960687,9.735715271,10.69862455,0,0,2,88.3278,1
0,0,0,3,0,-3,0.418650794,0,0,2,1,18.67554314,1.9875,5.094420656,9.772752308,10.74549955,0,0,2,92.8791,1
0,3.057887421,8.324081434,0,0,1.25,0,0,7.430924499,4,2,9.924295096,2.9455,4.202708169,4.966097175,13.51854781,-2.519656557,0,1,85.6103,0
0,3.026586468,-0.775825584,0,1,3,0,0,6.845408305,2,2,7.048182687,1.617,4.669354562,-1.319305897,11.64074468,0.633222002,0,1,89.1201,1
0,0.090496849,0,0,3,-4.75,1.674380564,0,0,2,0,11.85123824,0.2604,5.043128596,1.693403488,11.70341254,0,0,2,102.3968,1
0,0,0,0,0,-5,1.695251795,0,0,2,1,8.335855082,0.5106,4.99471994,5.310183545,12.34239075,0.490771867,0,1,87.8172,1
0,0,0,0,0,-4.75,1.906060283,0,0,2,1,10.30234568,1.0899,5.40130983,0.70564088,12.54261164,0.531118423,0,1,88.8015,1
0,0,0,0,0,-5.5,1.673538832,0,0,2,1,10.30234568,0.2226,4.997555672,5.330183545,12.56239075,0.501188534,0,1,90.7288,1
2.834854116,2.913547287,3.155697974,2,1,-2.25,-0.387321489,0,0,5,1,28.32299136,0.1835,5.031264832,2.4702084,10.12944722,2.159263432,0,2,146.1804,0
2.852006976,2.92834825,3.170088335,2,1,-1.75,-0.386164081,0,0,5,1,25.94455795,0.4715,5.031242779,2.4389584,10.11387629,2.157426899,0,2,143.2688,0
2.833327989,2.912398541,3.155147497,2,1,-2.25,-0.381405851,0,0,5,1,25.69075767,1.6613,5.031292443,-0.397886683,10.13239481,2.168650158,0,2,154.6635,0
2.852006976,2.92834825,3.170088335,2,1,-2.75,-0.401210378,0,0,5,1,25.69075767,0.9166,5.031251125,2.3452084,10.12252681,2.137225031,0,2,148.4891,0
2.81764719,2.898698098,3.141234561,2,1,-2.75,-0.388478896,0,0,5,1,30.99359865,-0.1045,5.031286962,2.5014584,10.14501816,2.161099965,0,2,149.092,0
2.81764719,2.898698098,3.141234561,2,1,-2.75,-0.388478896,0,0,5,1,30.99359865,-0.1045,5.031286962,2.5014584,10.14501816,2.161099965,0,2,149.092,0
2.852006976,2.92834825,3.170088335,2,1,-1.75,-0.386164081,0,0,5,1,25.94455795,0.4715,5.031242779,2.4389584,10.11387629,2.157426899,0,2,143.2688,0
2.846378018,2.921583166,3.157486845,3,1,-0.75,-0.467097915,0,0,5,3,22.82750729,0.0344,4.59237191,1.307396642,11.76234143,1.808823036,0,2,149.5162,0
2.888011998,2.958713893,3.197398015,2,1,-0.25,-0.39340926,0,0,5,1,18.05543293,1.2289,5.031175827,2.077847289,10.07427559,2.13793079,0,2,139.4146,0
0,2.907706457,3.125237649,2,1,-2.75,-0.444034452,0,0,5,1,30.99359865,0.3684,4.299561834,2.491254318,14.17159712,2.064728083,0,1,147.6143,0
2.834854116,2.913547287,3.155697974,2,1,-2.25,-0.387321489,0,0,5,1,28.32299136,0.1835,5.031264832,2.4702084,10.12944722,2.159263432,0,2,146.1804,0
0,2.925949788,3.193968548,2,1,-2,-0.271025192,0,0,5,1,31.25059842,0.7466,5.03084733,2.488644177,10.05717754,2.345476584,0,1,144.5749,0
2.864987742,3.058581038,0,2,1,-3,-0.346717747,0,0,5,1,28.32299136,0.248,4.879142795,2.481319511,10.17047697,2.26771723,0,1,151.2184,0
0,2.911021415,3.179260794,2,1,-2.5,-0.2721826,0,0,5,1,0,0.4586,5.030869414,2.519894177,10.07106643,2.347313117,0,1,147.4865,0
2.86145515,2.934434278,3.168909524,2,1,-0.25,-0.483161326,0,0,5,3,20.82265034,0.3224,4.58199382,1.244513956,11.79439313,1.699929952,0,2,146.6046,0
2.927610042,2.990500197,3.220223757,2,0,1.25,-0.477824127,0,0,5,2,16.27985607,0.7973,3.953089258,4.606375946,11.35118355,1.555411307,0,2,132.2492,0
0,2.938667695,3.20522475,2,1,-1,-0.278132248,0,0,5,1,24.22727322,2.2928,5.030834065,2.346283066,10.03982845,2.330778446,0,1,146.3967,1
0,2.934972266,3.150112799,2,1,-1.25,-0.4499841,0,0,5,1,21.35956247,2.2026,4.299496326,2.317643207,14.12270817,2.048193412,0,1,146.5245,1
0,2.907706457,3.125237649,2,1,-2.75,-0.444034452,0,0,5,1,30.99359865,0.3684,4.299561834,2.491254318,14.17159712,2.064728083,0,1,147.6143,0
2.809917093,2.891771726,3.13297658,2,1,-2.25,0.528544415,0,0,5,1,18.05543293,1.1287,5.031330257,2.411180622,10.14270152,2.141060527,0,2,158.4118,0
2.809917093,2.891771726,3.13297658,2,1,-2.25,0.528544415,0,0,5,1,18.05543293,1.1287,5.031330257,2.411180622,10.14270152,2.141060527,0,2,158.4118,0
0,2.925949788,3.193968548,2,1,-2,-0.271025192,0,0,5,1,31.25059842,0.7466,5.03084733,2.488644177,10.05717754,2.345476584,0,1,144.5749,0
2.864987742,3.058581038,0,2,1,-3,-0.346717747,0,0,5,1,28.32299136,0.248,4.879142795,2.481319511,10.17047697,2.26771723,0,1,151.2184,0
2.86145515,2.934434278,3.168909524,2,1,-0.25,-0.483161326,0,0,5,3,20.82265034,0.3224,4.58199382,1.244513956,11.79439313,1.699929952,0,2,146.6046,0
2.872091025,3.085638198,0,2,1,-2,-0.301342653,0,0,5,1,31.13519127,0.7466,5.05405743,2.486285498,10.1266924,2.345476584,0,1,144.5749,0
0,2.899784891,3.184717329,2,1,-3,-0.331482486,0,0,5,1,28.32299136,0.248,4.890746485,2.482963502,10.10096211,2.26771723,0,1,151.2184,0
0,2.934972266,3.150112799,2,1,-1.25,-0.4499841,0,0,5,1,21.35956247,2.2026,4.299496326,2.317643207,14.12270817,2.048193412,0,1,146.5245,1
2.828197888,2.907713893,3.149952717,2,2,-3.5,-0.394738484,0,0,5,1,25.69075767,1.1862,5.03127113,2.352727138,10.1400628,2.15057167,0,2,155.4647,0
0,2.938667695,3.20522475,2,1,-1,-0.278132248,0,0,5,1,24.22727322,2.2928,5.030834065,2.346283066,10.03982845,2.330778446,0,1,146.3967,1
0,2.899784891,3.184717329,2,1,-3,-0.331482486,0,0,5,1,28.32299136,0.248,4.890746485,2.482963502,10.10096211,2.26771723,0,1,151.2184,0
2.852006976,2.92834825,3.170088335,2,1,-2.75,-0.401210378,0,0,5,1,25.69075767,0.9166,5.031251125,2.3452084,10.12252681,2.137225031,0,2,148.4891,0
2.888011998,2.958713893,3.197398015,2,1,-0.25,-0.39340926,0,0,5,1,18.05543293,1.2289,5.031175827,2.077847289,10.07427559,2.13793079,0,2,139.4146,0
0,2.911021415,3.179260794,2,1,-2.5,-0.2721826,0,0,5,1,0,0.4586,5.030869414,2.519894177,10.07106643,2.347313117,0,1,147.4865,0
2.92614133,3.136529882,0,2,1,0,-0.307430424,0,0,5,1,20.81665135,1.792,5.05388118,2.093924386,10.07152077,2.324143942,0,1,137.8091,0
0,2.971373128,3.236460797,2,1,0,-0.277112964,0,0,5,1,20.88659768,1.792,5.030758321,2.096283066,10.00824054,2.324143942,0,1,137.8091,1
0,2.971373128,3.236460797,2,1,0,-0.277112964,0,0,5,1,20.88659768,1.792,5.030758321,2.096283066,10.00824054,2.324143942,0,1,137.8091,1
2.822512538,2.902546702,3.144279021,3,1,-2.75,-0.386625583,0,0,5,1,30.44682217,-0.1045,5.03123111,2.533091086,10.13923584,2.161684006,0,2,149.092,0
2.846378018,2.921583166,3.157486845,3,1,-0.75,-0.467097915,0,0,5,3,22.82750729,0.0344,4.59237191,1.307396642,11.76234143,1.808823036,0,2,149.5162,0
2.822512538,2.902546702,3.144279021,3,1,-2.75,-0.386625583,0,0,5,1,30.44682217,-0.1045,5.03123111,2.533091086,10.13923584,2.161684006,0,2,149.092,0
0,0,0,2,1,-3.75,-0.290878745,0,0,5,1,28.32299136,0.3125,4.870885828,2.494074613,6.727137384,2.376171028,0,0,156.2564,1
2.854610167,3.068464172,0,2,1,-2.5,-0.30250006,0,0,5,1,0,0.4586,5.054101658,2.517535498,10.14226334,2.347313117,0,1,147.4865,0
2.872091025,3.085638198,0,2,1,-2,-0.301342653,0,0,5,1,31.13519127,0.7466,5.05405743,2.486285498,10.1266924,2.345476584,0,1,144.5749,0
2.833327989,2.912398541,3.155147497,2,1,-2.25,-0.381405851,0,0,5,1,25.69075767,1.6613,5.031292443,-0.397886683,10.13239481,2.168650158,0,2,154.6635,0
2.918777242,2.982731622,3.211549491,3,0,1.5,-0.479294034,0,0,5,2,18.05543293,0.7945,3.68022746,5.512698366,10.71317832,1.094078465,0,3,132.1795,0
2.808450961,2.893869486,3.144430242,2,1,-2.25,-0.412095056,0,0,5,1,28.82707707,0.1835,5.033021947,2.468223923,10.16116061,2.146542814,0,2,146.1804,0
2.92614133,3.136529882,0,2,1,0,-0.307430424,0,0,5,1,20.81665135,1.792,5.05388118,2.093924386,10.07152077,2.324143942,0,1,137.8091,0
2.808450961,2.893869486,3.144430242,2,1,-2.25,-0.412095056,0,0,5,1,28.82707707,0.1835,5.033021947,2.468223923,10.16116061,2.146542814,0,2,146.1804,0
2.937391512,2.999262725,3.22980231,2,0,1.25,-0.429458643,0,0,5,1,18.05543293,0.5508,3.869967278,5.481865033,10.01831187,2.07501221,0,3,127.6878,0
2.828197888,2.907713893,3.149952717,2,2,-3.5,-0.394738484,0,0,5,1,25.69075767,1.1862,5.03127113,2.352727138,10.1400628,2.15057167,0,2,155.4647,0
2.913766278,2.97970819,3.213435668,3,0,0.75,-0.420569754,0,0,5,1,19.94969628,0.2628,3.911479267,5.663115033,10.04127106,2.091297028,0,3,130.5994,0
2.918777242,2.982731622,3.211549491,3,0,1.5,-0.479294034,0,0,5,2,18.05543293,0.7945,3.68022746,5.512698366,10.71317832,1.094078465,0,3,132.1795,0
2.854610167,3.068464172,0,2,1,-2.5,-0.30250006,0,0,5,1,0,0.4586,5.054101658,2.517535498,10.14226334,2.347313117,0,1,147.4865,0
2.834854116,2.913547287,3.155697974,2,1,-2.25,-0.387321489,0,0,5,1,28.32299136,0.1835,5.031264832,2.4702084,10.12944722,2.159263432,0,2,146.1804,0
0,2.829798134,3.07279328,2,1,-2.75,-0.391951118,0,0,5,1,30.95495607,-0.2977,5.053874168,2.47275942,10.17913858,2.217596765,0,2,149.5056,0
0,0,0,0,0,-5.5,1.767112649,0,-0.275183021,5,0,19.61293006,1.4343,5.044196731,5.610176388,12.09636228,0,0,2,118.9369,1
-1.651731382,0,0,0,1,-3.25,1.494615664,0,-0.20805423,6,2,26.38582473,2.0549,5.044599948,1.701521354,13.50828681,0,0,2,163.0249,0
-1.316901966,0,0,0,1,-5,1.476023349,0,0,5,1,23.0394118,2.4041,4.898893749,5.244970145,12.64207933,-0.443449277,0,2,142.1967,0
-1.508225891,0,0,0,0,-7,1.459516955,0,0,5,2,20.74726263,2.1155,5.038424885,5.317053478,12.85416266,-0.587407813,0,2,146.7685,0
-1.39013219,0,0,0,0,-5.5,1.51282709,0,0,5,2,19.61293006,1.6,5.044527191,9.959492489,12.47707933,-0.113750406,0,2,141.2567,0
-1.608318768,0,0,0,0,-8.5,1.40620682,0,0,5,2,22.16792936,2.631,5.042480694,5.343221279,13.04898126,-1.061065221,0,2,152.2803,0
0,0,6.391026583,0,0,6,0,0,0,3,1,8.857406552,2.792,5.308244929,0.610038586,12.4296312,-0.335982265,2.868534439,1,95.5458,1
0,0,6.421414898,0,0,5.5,0,0,0,3,1,10.98949613,1.556,4.742271577,5.058129244,12.2167843,-0.459726002,2.8653536,1,92.7569,1
0.568392396,0,-1.193127921,3,1,-1,-0.885483156,0,0,1,4,2.941682753,1.2905,4.695350515,-2.154622832,12.37709184,-0.640063865,0,1,87.0912,1
3.501702257,4.861271741,7.150203739,0,1,5.25,-0.755091228,0,0,4,3,13.74218333,2.4683,4.862817553,1.408830782,13.37066419,-1.497785244,0.771524786,2,130.066,0
0,0,7.602055268,0,1,4,0,0,0,2,2,5.958037473,1.1001,4.816748863,1.154495885,12.31331627,-0.589319308,0.715546856,1,80.3218,1
7.475014205,0,0,3,0,6,0,0,0,2,2,12.4745509,2.4025,4.770960235,9.152570491,11.87912761,0.001046811,0,1,84.2006,1
0,0,6.383939826,0,0,6,0,0,0,4,1,10.98949613,2.501,5.041927506,5.458528912,12.16927154,-0.411256614,2.863517343,1,90.3954,1
0,2.521950961,0,3,0,2.5,0,0,0,2,0,13.09288437,0.6276,4.757759555,5.051320931,9.842987843,0,0,2,81.9683,1
0,3.167456289,0,4,0,-1.25,-0.248319161,0,2.152205103,6,2,10.44507507,3.213,4.963216536,6.232898006,10.59967457,2.344708723,2.382536403,3,123.684,1
0,3.285209375,0,4,0,0.25,-0.216331255,0,3.030503502,4,1,9.199977128,1.5312,4.953050796,6.067714002,10.28648752,1.142151228,2.518013884,3,100.0468,1
0,3.428285455,0,0,0,2,-0.013981481,0,3.578537801,2,0,10.19268057,0.4125,4.792116724,5.897035147,9.468389393,0,0,2,74.8041,0
0,0,0,0,0,-11.75,2.26508199,0,0,1,4,11.50934125,1.4012,4.408414035,-1.64554611,12.29425625,2.10314436,0,0,112.217,1
7.122106545,0,-1.236763239,3,1,3.25,0,0,-0.949466579,5,3,29.5607793,1.2861,3.976614744,-1.850351588,13.87979467,-1.023157973,0,2,159.3771,0
0,1.041475873,0,2,3,1.25,0,0,0,2,0,31.47404522,0.492,5.118509332,2.163299841,10.05250126,0,0,1,135.5273,0
0,0,0,2,3,1.25,0,0,1.213473108,2,0,31.75697404,0.492,4.838021299,2.230093114,9.667746008,0,0,1,135.5273,0
1.43163814,0,6.078719771,5,5,-5.25,-3.11172633,0,0.865316084,4,7,16.74615469,-2.4273,3.823147987,1.960892048,12.94073574,-5.78555691,0.95679336,4,161.1107,0
0,3.743954037,3.189226538,5,4,5.25,0,0,0,2,2,3.660418728,1.5797,4.703611929,-1.777174512,9.887976052,0.027836882,-1.006932097,1,91.5635,0
0,0,0,3,5,8,0,0,0,3,3,12.20287474,3.9897,3.940334595,1.7170222,11.03492774,0,0,0,108.3555,0
0,0,0,0,2,7.75,0,0,0,2,1,12.02348505,1.4164,6.248545225,-1.375410948,10.35840136,0,0,1,101.8453,0
0,0,0,0,3,4.75,0,0,0,3,3,9.830801559,1.9355,5.212753296,-1.906248904,12.69767322,-1.336255524,0,0,121.2123,0
0,0,0,4,5,2.25,0,0,0,1,1,8.073354241,-0.1911,4.797029203,1.90712963,11.9113929,-0.128139277,0,0,91.9397,1
0,0,0,0,5,-1.75,-0.28184785,0,0,0,5,7.633470943,0.9119,5.569425683,-1.573226705,12.45033923,2.822163418,0,0,124.5344,0
0,-0.630300454,0.852397272,2,4,2.25,0.237886185,0,0,1,2,7.732245159,2.2335,5.458099205,-1.500548292,12.86224079,0.309455714,0,0,122.2061,0
0,2.235289649,5.8182063,4,2,1.75,0,0,0,3,4,8.905612437,0.0225,4.652227804,1.154984199,12.57860147,-1.729650825,0.541210663,0,119.6922,0
0,0,0,0,2,7.75,0,0,0,5,3,17.70588787,1.9095,4.31597385,1.589091553,12.65176493,-0.259419459,0,0,117.0693,1
-0.745502081,0,6.974035129,0,4,2.25,0,0,0,0,1,5.359014018,1.4931,4.038271484,-1.460270537,13.66056284,-0.529330462,0,0,107.9831,0
0,0,0,2,2,4.5,0,0,0,0,2,5.073985973,1.5742,5.438338867,-1.347022661,11.93939751,0.207305294,0,0,97.2473,0
0,0,5.814215355,0,2,2.5,0,0,0,1,1,2.249576847,-0.6084,4.280793554,2.660930414,10.89903996,-0.139897539,1.419503235,1,65.1335,1
2.321328833,0,5.800087188,2,3,-0.25,0,0,0,2,3,17.93231709,-0.6544,5.371958104,-1.771772945,13.5113546,-0.924416291,-0.760577888,0,124.12,0
0,0,0,0,2,2.75,0,0,0,2,1,12.36839869,0.1245,5.391386771,1.797721088,12.56525935,-0.114760015,0,0,88.4524,1
0,0,0,2,5,3.25,0,0,5.107291975,4,2,5.48919809,2.3265,4.344440705,-1.762739466,12.38483466,-0.375496193,0.775254906,0,115.4198,0
0,4.324557081,0,0,3,1.75,0,0,0.556685342,4,4,4.858857352,1.766,5.732161293,-1.939083312,12.73714597,1.672402053,0,0,110.71,1
6.064317445,0,0,4,1,0.75,0,0,0,0,3,8.490421977,-0.7382,4.471644522,-1.219156177,11.76924363,-0.916491488,5.930266015,0,85.2776,0
0,0,0,0,3,3.5,0,0,0,0,2,3.349079445,0.0595,5.65820142,-1.681573024,12.36396022,0.747153985,0,0,84.5495,1
0,0,0,0,1,5,0,0,3.409476576,2,1,7.966515909,0.3948,4.51169542,5.247768566,11.27833428,-0.970920257,0,1,72.7349,0
5.119002801,2.17084885,0,0,2,2.5,0,0,1.209630313,4,2,9.785306866,-0.119,5.073038574,2.865438529,12.12617416,-0.351131807,0,0,103.4992,0
2.291909843,0,5.481589358,0,4,9.5,0,0,0,2,2,18.99552668,-0.478,4.951458656,2.720741703,12.83306954,-0.687410104,1.223972166,0,136.4482,0
0,0,0,0,3,1.5,-0.21252803,0,0,2,2,9.89629264,2.0271,5.20433095,-1.530544559,12.87244205,1.934885834,0,0,109.2705,1
3.836400867,0,0,0,1,1,-0.309191941,0,1.676529566,5,4,7.593747845,0.0324,4.996083222,5.188915972,12.60409029,-0.537568039,1.912151769,1,111.5389,0
0,0,0,3,4,1.75,0,0,0,2,8,7.147758991,0.3805,4.661678631,1.286990741,12.49624528,0.0600411,0,0,78.1812,1
0,0,5.859181512,0,1,2,0,0,2.433437428,2,3,11.91921425,0.2656,5.04711783,2.754090772,12.66122562,-0.412566224,2.460545443,0,116.8479,0
0,0.37452585,0,0,2,2,0,0,0,0,1,1.68811811,0.2038,5.035025299,0.720744675,11.98841112,-0.320805898,0,0,72.6924,1
